,As,Cs,Gs,Ns,Ts,coverage,majorbases,position
5045,74,42,32,0,7799,7962,7799,5045
5046,88,7591,220,0,15,7943,7591,5046
5047,310,7210,236,0,169,7957,7210,5047
5048,7681,48,136,0,49,7953,7681,5048
5049,125,16,7747,0,37,7969,7747,5049
5050,7731,95,47,0,51,7924,7731,5050
5051,39,12,7769,0,149,7974,7769,5051
5052,7517,198,209,0,26,7953,7517,5052
5053,40,10,133,0,7790,7980,7790,5053
5054,78,7800,42,0,51,7977,7800,5054
5055,33,14,7899,0,19,7969,7899,5055
5056,7639,83,109,0,116,7957,7639,5056
5057,7691,115,76,0,71,7959,7691,5057
5058,41,21,7851,0,53,7968,7851,5058
5059,7701,111,75,0,36,7926,7701,5059
5060,66,143,397,0,7300,7955,7300,5060
5061,21,169,7622,0,158,7972,7622,5061
5062,7368,75,333,0,173,7953,7368,5062
5063,93,191,58,0,7607,7956,7607,5063
5064,7495,184,259,0,14,7957,7495,5064
5065,47,22,258,0,7625,7957,7625,5065
5066,157,33,264,0,7520,7978,7520,5066
5067,21,36,121,0,7803,7982,7803,5067
5068,239,143,82,0,7518,7983,7518,5068
5069,69,21,235,0,7659,7984,7659,5069
5070,101,7573,296,0,15,7990,7573,5070
5071,17,8,7925,0,22,7973,7925,5071
5072,7658,69,200,0,25,7960,7658,5072
5073,7723,77,42,0,106,7949,7723,5073
5074,7802,52,85,0,15,7955,7802,5074
5075,62,13,7856,0,21,7976,7856,5075
5076,7785,76,62,0,47,7970,7785,5076
5077,39,28,7882,0,11,7961,7882,5077
5078,7703,61,36,0,161,7965,7703,5078
5079,7758,68,133,0,14,7975,7758,5079
5080,7695,58,121,0,105,7979,7695,5080
5081,7828,71,65,0,23,7987,7828,5081
5082,36,23,74,0,7832,7974,7832,5082
5083,113,66,17,0,7757,7962,7757,5083
5084,49,40,7838,0,29,7956,7838,5084
5085,7756,49,72,0,70,7949,7756,5085
5086,122,7670,45,0,104,7971,7670,5086
5087,125,7683,134,0,9,7954,7683,5087
5088,7776,45,89,0,48,7963,7776,5088
5089,41,61,38,0,7835,7976,7835,5089
5090,112,7779,58,0,17,7967,7779,5090
5091,7712,62,110,0,48,7975,7712,5091
5092,65,74,30,0,7755,7968,7755,5092
5093,57,25,7861,0,13,7956,7861,5093
5094,81,20,7844,0,24,7969,7844,5094
5095,7737,94,31,0,73,7936,7737,5095
5096,176,7664,72,0,43,7961,7664,5096
5097,187,7618,160,0,8,7974,7618,5097
5098,106,30,45,0,7776,7957,7776,5098
5099,101,7726,113,0,24,7972,7726,5099
5100,167,7680,83,0,14,7952,7680,5100
5101,7751,53,120,0,20,7952,7751,5101
5102,121,7697,43,0,100,7965,7697,5102
5103,141,7713,85,0,16,7956,7713,5103
5104,142,7600,185,0,34,7964,7600,5104
5105,7787,65,10,0,103,7968,7787,5105
5106,111,28,7827,0,20,7989,7827,5106
5107,42,34,7739,0,109,7924,7739,5107
5108,7778,103,34,0,39,7954,7778,5108
5109,52,25,7760,0,80,7985,7760,5109
5110,144,7731,14,0,24,7981,7731,5110
5111,27,17,7861,0,43,7980,7861,5111
5112,61,28,7793,0,39,7922,7793,5112
5113,103,15,7823,0,32,7973,7823,5113
5114,7744,96,92,0,22,7955,7744,5114
5115,7664,95,166,0,35,7960,7664,5115
5116,7799,115,40,0,11,7965,7799,5116
5117,93,14,7760,0,98,7966,7760,5117
5118,7677,179,49,0,41,7959,7677,5118
5119,117,7471,243,0,83,7970,7471,5119
5120,75,13,7859,0,26,7974,7859,5120
5121,7610,83,44,0,188,7936,7610,5121
5122,7689,140,87,0,29,7945,7689,5122
5123,153,34,7639,0,87,7940,7639,5123
5124,7730,92,89,0,36,7947,7730,5124
5125,99,14,7777,0,64,7957,7777,5125
5126,7487,307,86,0,53,7935,7487,5126
5127,93,11,311,0,7529,7944,7529,5127
5128,7586,129,21,0,212,7950,7586,5128
5129,136,7506,232,0,61,7938,7506,5129
5130,192,7496,245,0,18,7951,7496,5130
5131,71,9,184,0,7684,7948,7684,5131
5132,57,70,127,0,7690,7948,7690,5132
5133,210,7532,67,0,138,7958,7532,5133
5134,188,7507,231,0,25,7951,7507,5134
5135,84,27,7716,0,93,7952,7716,5135
5136,98,39,7730,0,85,7954,7730,5136
5137,359,7304,96,0,62,7928,7304,5137
5138,259,7258,263,0,79,7956,7258,5138
5139,7619,108,143,0,27,7962,7619,5139
5140,55,18,152,0,7727,7954,7727,5140
5141,7559,375,31,0,14,7980,7559,5141
5142,48,17,7896,0,14,7976,7896,5142
5143,66,58,382,0,7435,7943,7435,5143
5144,265,7421,211,0,61,7961,7421,5144
5145,7775,115,48,0,19,7961,7775,5145
5146,228,26,7675,0,17,7951,7675,5146
5147,7742,182,35,0,12,7972,7742,5147
5148,65,26,7819,0,61,7972,7819,5148
5149,7560,330,24,0,42,7959,7560,5149
5150,39,30,7834,0,33,7972,7834,5150
5151,86,56,7438,0,390,7974,7438,5151
5152,122,7514,274,0,46,7962,7514,5152
5153,83,82,149,0,7655,7972,7655,5153
5154,7543,122,280,0,31,7978,7543,5154
5155,124,22,311,0,7507,7971,7507,5155
5156,7798,65,86,0,23,7973,7798,5156
5157,7556,76,186,0,156,7974,7556,5157
5158,7689,205,67,0,10,7971,7689,5158
5159,7544,72,152,0,196,7964,7544,5159
5160,261,7577,122,0,5,7969,7577,5160
5161,229,93,7571,0,44,7946,7571,5161
5162,222,176,7372,0,185,7955,7372,5162
5163,132,115,7574,0,134,7955,7574,5163
5164,135,31,7633,0,160,7959,7633,5164
5165,202,7380,115,0,249,7948,7380,5165
5166,179,7437,262,0,65,7944,7437,5166
5167,119,47,154,0,7624,7944,7624,5167
5168,127,43,7755,0,28,7954,7755,5168
5169,7594,170,115,0,69,7948,7594,5169
5170,163,50,7713,0,22,7950,7713,5170
5171,49,30,7840,0,34,7953,7840,5171
5172,7605,165,88,0,77,7935,7605,5172
5173,263,7521,127,0,35,7946,7521,5173
5174,7605,259,62,0,34,7960,7605,5174
5175,77,17,153,0,7710,7957,7710,5175
5176,108,33,75,0,7738,7954,7738,5176
5177,7696,144,100,0,24,7964,7696,5177
5178,7722,135,90,0,8,7955,7722,5178
5179,69,21,40,0,7829,7959,7829,5179
5180,141,7741,52,0,28,7963,7741,5180
5181,101,7685,74,0,120,7980,7685,5181
5182,94,94,25,0,7755,7969,7755,5182
5183,50,37,7823,0,54,7964,7823,5183
5184,64,42,7793,0,66,7965,7793,5184
5185,146,7641,65,0,72,7929,7641,5185
5186,161,7691,75,0,24,7951,7691,5186
5187,145,7696,54,0,33,7928,7696,5187
5188,123,7756,43,0,28,7950,7756,5188
5189,143,7753,54,0,19,7969,7753,5189
5190,7785,154,18,0,11,7968,7785,5190
5191,129,7782,47,0,17,7978,7782,5191
5192,56,38,43,0,7816,7957,7816,5192
5193,7807,125,31,0,16,7979,7807,5193
5194,121,40,7784,0,28,7973,7784,5194
5195,7740,182,25,0,26,7973,7740,5195
5196,88,43,7793,0,27,7952,7793,5196
5197,144,80,38,0,7667,7929,7667,5197
5198,114,7791,28,0,20,7954,7791,5198
5199,56,38,7846,0,30,7970,7846,5199
5200,175,87,91,0,7594,7948,7594,5200
5201,79,30,7809,0,38,7962,7809,5201
5202,582,52,7197,0,33,7874,7197,5202
5203,165,7110,600,0,37,7933,7110,5203
5204,7567,309,62,0,24,7965,7567,5204
5205,96,40,7259,0,568,7964,7259,5205
5206,143,7721,58,0,31,7960,7721,5206
5207,77,82,626,0,7172,7966,7172,5207
5208,28,27,7882,0,18,7955,7882,5208
5209,7639,172,91,0,49,7952,7639,5209
5210,7698,192,37,0,33,7960,7698,5210
5211,7317,145,490,0,17,7969,7317,5211
5212,183,55,130,0,7576,7945,7576,5212
5213,105,137,7699,0,25,7967,7699,5213
5214,81,72,7559,0,276,7991,7559,5214
5215,7507,199,119,0,139,7968,7507,5215
5216,173,84,7605,0,77,7954,7605,5216
5217,152,49,7581,0,111,7895,7581,5217
5218,7457,141,178,0,127,7905,7457,5218
5219,7641,116,111,0,56,7925,7641,5219
5220,259,35,7561,0,54,7920,7561,5220
5221,438,7277,112,0,101,7931,7277,5221
5222,168,7402,248,0,126,7947,7402,5222
5223,152,7493,157,0,132,7935,7493,5223
5224,121,66,232,0,7548,7969,7548,5224
5225,7437,274,93,0,156,7961,7437,5225
5226,7637,158,156,0,21,7973,7637,5226
5227,149,46,7734,0,41,7971,7734,5227
5228,7512,224,86,0,132,7955,7512,5228
5229,72,55,7765,0,69,7963,7765,5229
5230,81,92,7683,0,75,7940,7683,5230
5231,7369,278,63,0,204,7924,7369,5231
5232,175,7629,88,0,63,7955,7629,5232
5233,122,92,223,0,7509,7946,7509,5233
5234,36,61,60,0,7806,7963,7806,5234
5235,131,7705,94,0,25,7955,7705,5235
5236,90,7637,162,0,68,7959,7637,5236
5237,7717,100,92,0,53,7967,7717,5237
5238,7610,163,154,0,21,7951,7610,5238
5239,133,27,93,0,7715,7973,7715,5239
5240,7709,122,46,0,27,7964,7709,5240
5241,7749,109,91,0,28,7979,7749,5241
5242,132,41,7748,0,24,7947,7748,5242
5243,7701,165,61,0,37,7965,7701,5243
5244,134,52,193,0,7582,7965,7582,5244
5245,7675,138,58,0,92,7973,7675,5245
5246,181,7519,196,0,75,7975,7519,5246
5247,141,7560,184,0,61,7951,7560,5247
5248,7680,108,136,0,35,7963,7680,5248
5249,7673,93,162,0,52,7980,7673,5249
5250,7710,128,70,0,56,7965,7710,5250
5251,298,7401,158,0,72,7955,7401,5251
5252,204,7558,139,0,46,7970,7558,5252
5253,172,7487,188,0,96,7963,7487,5253
5254,168,7639,110,0,60,7978,7639,5254
5255,7548,223,140,0,64,7978,7548,5255
5256,179,106,7613,0,68,7972,7613,5256
5257,211,7475,148,0,93,7957,7475,5257
5258,119,7536,214,0,53,7950,7536,5258
5259,7561,214,126,0,65,7969,7561,5259
5260,180,43,113,0,7591,7943,7591,5260
5261,186,7641,100,0,42,7970,7641,5261
5262,7653,212,93,0,16,7978,7653,5262
5263,153,76,7705,0,22,7960,7705,5263
5264,7635,198,82,0,48,7964,7635,5264
5265,170,83,7638,0,41,7962,7638,5265
5266,191,7551,61,0,115,7948,7551,5266
5267,158,86,138,0,7580,7975,7580,5267
5268,93,70,7708,0,102,7985,7708,5268
5269,7689,175,73,0,41,7978,7689,5269
5270,123,35,7771,0,41,7977,7771,5270
5271,278,7499,52,0,69,7958,7499,5271
5272,7552,202,96,0,100,7970,7552,5272
5273,190,7542,175,0,51,7962,7542,5273
5274,7580,190,85,0,99,7957,7580,5274
5275,179,7492,130,0,148,7968,7492,5275
5276,161,7669,81,0,44,7974,7669,5276
5277,99,132,7687,0,50,7973,7687,5277
5278,151,49,7701,0,52,7956,7701,5278
5279,161,60,7564,0,175,7961,7564,5279
5280,269,7565,77,0,48,7963,7565,5280
5281,103,80,7709,0,27,7946,7709,5281
5282,119,36,7793,0,28,7980,7793,5282
5283,292,62,7583,0,28,7968,7583,5283
5284,7556,260,99,0,35,7952,7556,5284
5285,175,50,7718,0,24,7967,7718,5285
5286,7596,232,72,0,34,7950,7596,5286
5287,153,73,334,0,7402,7962,7402,5287
5288,123,294,68,0,7477,7962,7477,5288
5289,77,27,7829,0,49,7983,7829,5289
5290,233,145,205,0,7377,7965,7377,5290
5291,236,81,7608,0,39,7966,7608,5291
5292,127,42,7616,0,172,7957,7616,5292
5293,7551,182,113,0,57,7912,7551,5293
5294,233,7071,442,0,188,7950,7071,5294
5295,408,7189,333,0,21,7960,7189,5295
5296,132,98,398,0,7303,7941,7303,5296
5297,7568,249,114,0,18,7957,7568,5297
5298,7362,172,362,0,59,7956,7362,5298
5299,479,177,193,0,7103,7955,7103,5299
5300,101,56,7721,0,87,7967,7721,5300
5301,287,338,226,0,7084,7937,7084,5301
5302,103,48,7763,0,48,7962,7763,5302
5303,112,70,155,0,7603,7945,7603,5303
5304,273,7487,165,0,32,7958,7487,5304
5305,7270,184,408,0,56,7926,7270,5305
5306,210,86,234,0,7417,7953,7417,5306
5307,98,86,7695,0,85,7964,7695,5307
5308,235,7341,170,0,180,7936,7341,5308
5309,363,7375,138,0,64,7941,7375,5309
5310,7502,214,128,0,110,7954,7502,5310
5311,195,7388,336,0,30,7949,7388,5311
5312,7549,235,150,0,28,7962,7549,5312
5313,139,33,294,0,7479,7947,7479,5313
5314,106,75,137,0,7634,7955,7634,5314
5315,184,7461,223,0,73,7944,7461,5315
5316,7407,274,143,0,134,7961,7407,5316
5317,241,7547,156,0,28,7973,7547,5317
5318,103,85,197,0,7561,7948,7561,5318
5319,7632,196,84,0,51,7964,7632,5319
5320,177,56,148,0,7587,7976,7587,5320
5321,106,107,7668,0,84,7967,7668,5321
5322,7556,196,91,0,106,7949,7556,5322
5323,125,86,7735,0,25,7971,7735,5323
5324,113,78,7684,0,62,7938,7684,5324
5325,193,7472,213,0,44,7924,7472,5325
5326,144,133,123,0,7560,7960,7560,5326
5327,61,119,7692,0,76,7951,7692,5327
5328,141,7583,171,0,40,7944,7583,5328
5329,72,66,176,0,7642,7962,7642,5329
5330,7689,128,86,0,43,7949,7689,5330
5331,107,35,101,0,7727,7971,7727,5331
5332,174,7661,105,0,25,7967,7661,5332
5333,7535,250,119,0,59,7963,7535,5333
5334,223,7569,111,0,50,7963,7569,5334
5335,134,7677,105,0,49,7966,7677,5335
5336,7504,319,109,0,35,7973,7504,5336
5337,70,44,7804,0,46,7965,7804,5337
5338,144,68,166,0,7569,7949,7569,5338
5339,99,29,55,0,7792,7976,7792,5339
5340,7800,134,42,0,14,7991,7800,5340
5341,99,35,7803,0,33,7972,7803,5341
5342,7726,141,72,0,40,7981,7726,5342
5343,70,31,7826,0,46,7978,7826,5343
5344,266,152,148,0,7370,7945,7370,5344
5345,77,26,7774,0,64,7947,7774,5345
5346,123,7656,63,0,96,7959,7656,5346
5347,132,7632,161,0,25,7956,7632,5347
5348,7614,157,164,0,31,7967,7614,5348
5349,7628,126,144,0,42,7940,7628,5349
5350,7726,131,75,0,33,7966,7726,5350
5351,82,29,182,0,7656,7967,7656,5351
5352,134,106,43,0,7683,7967,7683,5352
5353,7661,87,185,0,27,7961,7661,5353
5354,160,7616,163,0,29,7968,7616,5354
5355,7736,115,102,0,11,7965,7736,5355
5356,7709,67,64,0,123,7966,7709,5356
5357,174,7592,74,0,95,7970,7592,5357
5358,149,7613,137,0,38,7966,7613,5358
5359,88,63,140,0,7651,7970,7651,5359
5360,55,60,7819,0,38,7973,7819,5360
5361,7657,147,78,0,72,7958,7657,5361
5362,216,32,139,0,7592,7984,7592,5362
5363,124,7635,169,0,19,7955,7635,5363
5364,7580,121,230,0,24,7958,7580,5364
5365,73,30,121,0,7734,7960,7734,5365
5366,130,7727,58,0,43,7958,7727,5366
5367,7540,153,195,0,39,7944,7540,5367
5368,147,51,82,0,7650,7948,7650,5368
5369,56,57,7830,0,25,7971,7830,5369
5370,118,32,7671,0,139,7960,7671,5370
5371,7582,186,56,0,130,7955,7582,5371
5372,212,7545,176,0,31,7968,7545,5372
5373,111,71,7732,0,32,7946,7732,5373
5374,7605,140,124,0,73,7947,7605,5374
5375,7757,133,57,0,9,7956,7757,5375
5376,168,61,7697,0,26,7952,7697,5376
5377,278,7516,64,0,71,7945,7516,5377
5378,178,7462,268,0,36,7952,7462,5378
5379,128,7641,89,0,100,7964,7641,5379
5380,7613,172,158,0,18,7964,7613,5380
5381,71,22,158,0,7695,7962,7695,5381
5382,206,149,50,0,7568,7980,7568,5382
5383,62,23,256,0,7636,7979,7636,5383
5384,186,7498,114,0,144,7969,7498,5384
5385,7526,127,168,0,113,7955,7526,5385
5386,138,7450,194,0,112,7943,7450,5386
5387,7558,191,169,0,35,7953,7558,5387
5388,120,32,7756,0,32,7940,7756,5388
5389,7559,141,186,0,62,7948,7559,5389
5390,274,7296,164,0,183,7942,7296,5390
5391,319,7513,95,0,37,7967,7513,5391
5392,213,7377,315,0,48,7969,7377,5392
5393,7654,113,104,0,79,7965,7654,5393
5394,119,84,7714,0,57,7983,7714,5394
5395,199,7538,113,0,110,7968,7538,5395
5396,7417,153,207,0,164,7966,7417,5396
5397,7418,298,153,0,103,7987,7418,5397
5398,102,24,7790,0,26,7943,7790,5398
5399,231,72,132,0,7513,7956,7513,5399
5400,7580,100,260,0,22,7965,7580,5400
5401,126,38,142,0,7635,7943,7635,5401
5402,7784,124,33,0,26,7967,7784,5402
5403,121,52,7658,0,80,7913,7658,5403
5404,161,7486,59,0,48,7942,7486,5404
5405,120,49,7741,0,34,7955,7741,5405
5406,74,43,7692,0,122,7933,7692,5406
5407,556,7158,162,0,43,7932,7158,5407
5408,406,113,241,0,7175,7969,7175,5408
5409,7653,165,82,0,44,7946,7653,5409
5410,251,62,7435,0,207,7958,7435,5410
5411,7350,393,133,0,58,7940,7350,5411
5412,168,65,7653,0,56,7962,7653,5412
5413,131,128,7437,0,217,7921,7437,5413
5414,7135,259,486,0,42,7941,7135,5414
5415,722,122,163,0,6848,7957,6848,5415
5416,7427,211,161,0,105,7945,7427,5416
5417,411,7019,467,0,31,7934,7019,5417
5418,7256,329,318,0,31,7934,7256,5418
5419,179,140,222,0,7404,7948,7404,5419
5420,224,7412,215,0,75,7926,7412,5420
5421,164,521,169,0,7049,7928,7049,5421
5422,184,7508,161,0,67,7944,7508,5422
5423,7082,476,290,0,67,7954,7082,5423
5424,7446,123,199,0,143,7938,7446,5424
5425,466,7118,313,0,62,7967,7118,5425
5426,125,214,201,0,7403,7945,7403,5426
5427,367,7469,91,0,39,7966,7469,5427
5428,72,164,7703,0,30,7969,7703,5428
5429,7005,440,233,0,253,7952,7005,5429
5430,122,67,7726,0,38,7968,7726,5430
5431,275,156,201,0,7281,7930,7281,5431
5432,7574,194,91,0,105,7965,7574,5432
5433,195,65,7640,0,59,7963,7640,5433
5434,7526,206,195,0,46,7974,7526,5434
5435,165,50,7623,0,131,7970,7623,5435
5436,7461,331,85,0,65,7944,7461,5436
5437,253,80,80,0,7542,7957,7542,5437
5438,101,173,7593,0,86,7955,7593,5438
5439,75,29,7784,0,77,7965,7784,5439
5440,45,40,7837,0,38,7961,7837,5440
5441,234,129,452,0,7149,7967,7149,5441
5442,87,31,7784,0,75,7980,7784,5442
5443,7449,197,198,0,103,7957,7449,5443
5444,131,60,7704,0,68,7964,7704,5444
5445,102,57,7754,0,34,7952,7754,5445
5446,224,7479,156,0,73,7964,7479,5446
5447,7430,428,66,0,42,7967,7430,5447
5448,144,56,7651,0,109,7961,7651,5448
5449,274,7506,101,0,96,7978,7506,5449
5450,99,122,141,0,7602,7967,7602,5450
5451,68,127,7707,0,56,7964,7707,5451
5452,129,11,7784,0,29,7955,7784,5452
5453,46,14,7843,0,47,7970,7843,5453
5454,7375,231,272,0,60,7960,7375,5454
5455,192,51,174,0,7506,7974,7506,5455
5456,62,127,87,0,7662,7979,7662,5456
5457,94,25,173,0,7645,7963,7645,5457
5458,36,31,74,0,7820,7968,7820,5458
5459,209,7615,39,0,104,7972,7615,5459
5460,7376,321,232,0,36,7966,7376,5460
5461,137,24,166,0,7611,7944,7611,5461
5462,141,37,7666,0,127,7974,7666,5462
5463,7634,173,73,0,89,7970,7634,5463
5464,419,7332,131,0,77,7961,7332,5464
5465,7514,357,79,0,16,7968,7514,5465
5466,292,79,7542,0,48,7962,7542,5466
5467,250,7529,131,0,34,7947,7529,5467
5468,184,7537,203,0,34,7962,7537,5468
5469,7503,288,53,0,126,7974,7503,5469
5470,330,7476,144,0,27,7982,7476,5470
5471,189,348,166,0,7265,7973,7265,5471
5472,164,7588,93,0,138,7985,7588,5472
5473,128,7617,204,0,23,7972,7617,5473
5474,87,189,84,0,7625,7987,7625,5474
5475,210,7587,57,0,103,7962,7587,5475
5476,139,7601,186,0,37,7969,7601,5476
5477,73,131,7708,0,47,7969,7708,5477
5478,82,27,7788,0,44,7944,7788,5478
5479,129,22,7735,0,54,7946,7735,5479
5480,7419,210,232,0,86,7960,7419,5480
5481,7721,112,94,0,31,7960,7721,5481
5482,207,52,7635,0,47,7942,7635,5482
5483,264,7438,185,0,49,7968,7438,5483
5484,7579,259,113,0,8,7961,7579,5484
5485,138,38,7748,0,28,7962,7748,5485
5486,7541,231,150,0,35,7959,7541,5486
5487,204,34,7687,0,43,7975,7687,5487
5488,7586,175,86,0,86,7936,7586,5488
5489,322,7220,249,0,130,7950,7220,5489
5490,262,7366,195,0,103,7947,7366,5490
5491,181,7351,326,0,83,7954,7351,5491
5492,7248,463,177,0,42,7945,7248,5492
5493,248,39,277,0,7376,7945,7376,5493
5494,218,96,177,0,7424,7933,7424,5494
5495,253,7288,244,0,122,7926,7288,5495
5496,148,7410,310,0,89,7961,7410,5496
5497,208,7331,306,0,95,7944,7331,5497
5498,122,95,303,0,7435,7961,7435,5498
5499,207,7428,137,0,156,7958,7428,5499
5500,7443,348,125,0,34,7956,7443,5500
5501,173,84,7651,0,55,7967,7651,5501
5502,7354,232,279,0,67,7935,7354,5502
5503,140,42,7719,0,69,7983,7719,5503
5504,422,7224,139,0,98,7913,7224,5504
5505,7371,285,227,0,54,7947,7371,5505
5506,7476,153,246,0,84,7960,7476,5506
5507,255,111,171,0,7407,7950,7407,5507
5508,157,72,7649,0,63,7943,7649,5508
5509,236,7225,283,0,179,7933,7225,5509
5510,7455,253,211,0,32,7957,7455,5510
5511,307,7183,270,0,171,7941,7183,5511
5512,379,7266,221,0,31,7906,7266,5512
5513,7174,270,380,0,101,7960,7174,5513
5514,7461,216,221,0,61,7962,7461,5514
5515,181,70,206,0,7489,7952,7489,5515
5516,163,7599,107,0,82,7961,7599,5516
5517,7115,332,372,0,107,7971,7115,5517
5518,154,145,209,0,7418,7968,7418,5518
5519,105,101,7712,0,42,7966,7712,5519
5520,74,40,7627,0,192,7933,7627,5520
5521,7287,229,240,0,132,7903,7287,5521
5522,199,82,436,0,7220,7964,7220,5522
5523,205,70,7576,0,89,7962,7576,5523
5524,7246,198,292,0,211,7960,7246,5524
5525,7457,244,217,0,26,7954,7457,5525
5526,219,64,7644,0,32,7959,7644,5526
5527,7527,146,229,0,43,7954,7527,5527
5528,7435,121,288,0,105,7951,7435,5528
5529,7681,167,79,0,40,7969,7681,5529
5530,123,28,7777,0,41,7975,7777,5530
5531,7424,179,230,0,115,7954,7424,5531
5532,81,43,7823,0,22,7974,7823,5532
5533,7499,184,127,0,107,7952,7499,5533
5534,7429,107,306,0,69,7943,7429,5534
5535,7600,158,113,0,67,7945,7600,5535
5536,181,87,201,0,7465,7945,7465,5536
5537,250,7497,136,0,56,7955,7497,5537
5538,160,7294,252,0,225,7947,7294,5538
5539,107,7508,267,0,64,7962,7508,5539
5540,142,95,271,0,7455,7979,7455,5540
5541,87,35,7753,0,98,7976,7753,5541
5542,7430,190,226,0,91,7951,7430,5542
5543,7517,112,172,0,156,7967,7517,5543
5544,324,7398,167,0,46,7954,7398,5544
5545,73,92,7738,0,46,7952,7738,5545
5546,243,127,169,0,7368,7934,7368,5546
5547,93,73,184,0,7596,7951,7596,5547
5548,165,7675,80,0,50,7971,7675,5548
5549,32,61,7839,0,37,7980,7839,5549
5550,121,111,157,0,7554,7956,7554,5550
5551,93,94,7696,0,37,7976,7696,5551
5552,49,46,7747,0,123,7970,7747,5552
5553,7575,184,79,0,118,7960,7575,5553
5554,90,44,7768,0,61,7964,7768,5554
5555,178,76,127,0,7559,7957,7559,5555
5556,95,46,77,0,7745,7976,7745,5556
5557,125,7699,102,0,43,7983,7699,5557
5558,74,36,154,0,7682,7974,7682,5558
5559,79,37,7810,0,48,7978,7810,5559
5560,120,18,7787,0,39,7964,7787,5560
5561,7707,117,92,0,47,7964,7707,5561
5562,258,7530,130,0,46,7971,7530,5562
5563,7652,174,119,0,33,7979,7652,5563
5564,157,51,91,0,7635,7964,7635,5564
5565,103,71,7748,0,45,7971,7748,5565
5566,7668,154,79,0,64,7967,7668,5566
5567,80,23,7829,0,39,7973,7829,5567
5568,165,76,95,0,7614,7952,7614,5568
5569,98,68,7777,0,25,7972,7777,5569
5570,47,73,7808,0,29,7957,7808,5570
5571,127,11,7787,0,39,7964,7787,5571
5572,118,37,117,0,7676,7957,7676,5572
5573,204,7675,52,0,41,7976,7675,5573
5574,7668,123,113,0,77,7982,7668,5574
5575,170,7662,71,0,49,7954,7662,5575
5576,45,30,7878,0,3,7957,7878,5576
5577,25,44,7835,0,47,7951,7835,5577
5578,7592,192,99,0,45,7930,7592,5578
5579,80,35,122,0,7691,7955,7691,5579
5580,49,82,96,0,7716,7961,7716,5580
5581,28,12,143,0,7758,7958,7758,5581
5582,122,24,70,0,7747,7966,7747,5582
5583,7691,69,165,0,44,7973,7691,5583
5584,7706,113,56,0,99,7974,7706,5584
5585,7664,124,56,0,111,7955,7664,5585
5586,88,142,7705,0,26,7961,7705,5586
5587,98,28,7735,0,43,7904,7735,5587
5588,93,19,7825,0,23,7960,7825,5588
5589,7707,145,55,0,65,7974,7707,5589
5590,7748,126,40,0,42,7956,7748,5590
5591,105,34,7780,0,22,7945,7780,5591
5592,7709,113,52,0,55,7931,7709,5592
5593,102,7145,621,0,35,7951,7145,5593
5594,65,375,60,0,7412,7956,7412,5594
5595,27,43,7885,0,21,7977,7885,5595
5596,106,28,71,0,7749,7961,7749,5596
5597,192,321,91,0,7342,7946,7342,5597
5598,72,85,464,0,7349,7970,7349,5598
5599,102,15,7558,0,275,7950,7558,5599
5600,23,28,7853,0,40,7944,7853,5600
5601,168,55,104,0,7595,7928,7595,5601
5602,320,26,68,0,7532,7946,7532,5602
5603,153,7478,275,0,37,7943,7478,5603
5604,7,9,7898,0,11,7925,7898,5604
5605,97,34,252,0,7539,7931,7539,5605
5606,227,27,79,0,7593,7938,7593,5606
5607,279,7562,52,0,45,7948,7562,5607
5608,346,7539,53,0,42,7981,7539,5608
5609,7610,84,246,0,32,7973,7610,5609
5610,7736,156,46,0,35,7973,7736,5610
5611,11,11,7935,0,20,7977,7935,5611
5612,86,44,61,0,7735,7934,7735,5612
5613,7669,52,221,0,10,7955,7669,5613
5614,30,9,45,0,7857,7942,7857,5614
5615,7848,46,37,0,12,7945,7848,5615
5616,7712,91,162,0,15,7981,7712,5616
5617,7768,95,53,0,25,7941,7768,5617
5618,7748,91,23,0,89,7952,7748,5618
5619,82,87,7747,0,30,7948,7747,5619
5620,180,7565,50,0,140,7948,7565,5620
5621,7735,138,62,0,34,7974,7735,5621
5622,111,12,7794,0,25,7945,7794,5622
5623,80,17,7810,0,25,7942,7810,5623
5624,7647,84,156,0,60,7958,7647,5624
5625,7677,85,70,0,114,7946,7677,5625
5626,7660,171,84,0,72,7989,7660,5626
5627,131,81,127,0,7614,7966,7614,5627
5628,28,56,7893,0,7,7985,7893,5628
5629,7717,94,147,0,14,7979,7717,5629
5630,125,25,33,0,7689,7962,7689,5630
5631,7806,57,98,0,19,7980,7806,5631
5632,55,13,207,0,7706,7981,7706,5632
5633,7880,64,17,0,12,7974,7880,5633
5634,91,21,7813,0,43,7968,7813,5634
5635,164,7718,39,0,16,7967,7718,5635
5636,7674,77,192,0,30,7974,7674,5636
5637,50,18,7687,0,201,7956,7687,5637
5638,129,7769,37,0,15,7950,7769,5638
5639,38,11,190,0,7709,7949,7709,5639
5640,24,79,18,0,7849,7970,7849,5640
5641,29,9,7885,0,39,7967,7885,5641
5642,100,7616,55,0,108,7954,7616,5642
5643,171,7642,42,0,109,7970,7642,5643
5644,97,6,73,0,7782,7960,7782,5644
5645,25,17,7894,0,38,7974,7894,5645
5646,7616,124,141,0,47,7952,7616,5646
5647,52,22,7870,0,22,7967,7870,5647
5648,7753,149,39,0,29,7987,7753,5648
5649,7813,91,44,0,23,7976,7813,5649
5650,7786,106,42,0,37,7972,7786,5650
5651,7709,99,152,0,13,7973,7709,5651
